"60 - 64세","무학",46,41,37,57,43,50,32,56,39,40,25,39,39,35,35,41,42,48,46,44,34,42
"60 - 64세","초등학교",401,326,368,332,404,378,355,328,357,319,372,370,357,358,349,374,338,350,340,345,297,301
"60 - 64세","중고등학교",1580,610,1597,674,1579,769,1495,762,1578,891,1780,1097,1765,1069,1836,1157,1815,1261,2071,1338,1712,1310
"60 - 64세","중학교",512,284,579,311,555,369,543,356,559,379,581,450,611,459,641,477,603,521,651,528,535,479
"60 - 64세","고등학교",1068,326,1018,363,1024,400,952,406,1019,512,1199,647,1154,610,1195,680,1212,740,1420,810,1177,831
"60 - 64세","대학이상",555,84,580,129,555,117,557,123,582,138,676,182,633,183,718,198,733,227,814,249,791,255
"60 - 64세","대학(교)",451,71,451,110,432,109,462,111,473,116,530,153,500,149,553,180,573,193,628,217,633,220
"60 - 64세","대학원 이상",104,13,129,19,123,8,95,12,109,22,146,29,133,34,165,18,160,34,186,32,158,35
"60 - 64세","미상",61,30,52,23,48,31,53,29,92,61,103,66,180,145,253,190,317,255,443,341,512,403
"65 - 69세","총계",1242,483,1279,528,1413,592,1436,587,1456,585,1448,665,1446,713,1478,747,1431,816,1454,879,1449,925
"65 - 69세","무학",32,41,36,38,30,34,28,34,25,23,17,30,20,35,22,22,24,26,15,27,30,39
"65 - 69세","초등학교",217,177,233,178,275,200,257,188,227,190,230,195,214,188,241,197,195,182,199,181,177,201
"65 - 69세","중고등학교",691,212,694,264,792,297,824,304,869,299,844,345,814,363,822,379,772,412,758,433,721,446
"65 - 69세","중학교",263,117,236,118,305,143,284,142,303,157,305,156,285,182,324,181,282,195,264,188,262,210
"65 - 69세","고등학교",428,95,458,146,487,154,540,162,566,142,539,189,529,181,498,198,490,217,494,245,459,236
"65 - 69세","대학이상",262,37,287,34,284,47,291,48,276,48,301,65,290,66,261,69,285,76,270,72,271,58
"65 - 69세","대학(교)",208,32,228,33,232,42,238,44,219,43,229,58,225,61,206,59,218,66,216,64,205,47
"65 - 69세","대학원 이상",54,5,59,1,52,5,53,4,57,5,72,7,65,5,55,10,67,10,54,8,66,11
"65 - 69세","미상",40,16,29,14,32,14,36,13,59,25,56,30,108,61,132,80,155,120,212,166,250,181
"70 - 74세","총계",572,195,621,240,650,272,706,304,682,268,784,334,718,310,754,382,790,383,847,430,828,472
"70 - 74세","무학",27,25,31,42,26,35,30,41,16,30,20,32,28,26,16,27,23,28,22,18,18,15
"70 - 74세","초등학교",98,76,118,99,131,94,128,119,136,84,152,114,125,95,127,108,138,110,137,122,104,121
"70 - 74세","중고등학교",297,75,313,79,307,118,368,115,341,107,429,142,372,131,383,164,383,154,400,202,378,186
"70 - 74세","중학교",111,45,118,42,99,52,149,62,143,56,144,59,128,52,137,74,140,63,155,100,147,86
"70 - 74세","고등학교",186,30,195,37,208,66,219,53,198,51,285,83,244,79,246,90,243,91,245,102,231,100
"70 - 74세","대학이상",136,10,136,11,170,15,170,20,149,27,145,25,128,24,148,27,154,31,155,22,172,42
"70 - 74세","대학(교)",109,9,112,11,133,14,136,17,121,22,116,24,98,23,126,22,119,26,127,20,137,38
"70 - 74세","대학원 이상",27,1,24,0,37,1,34,3,28,5,29,1,30,1,22,5,35,5,28,2,35,4
"70 - 74세","미상",14,9,23,9,16,10,10,9,40,20,38,21,65,34,80,56,92,60,133,66,156,108
"75세 이상","총계",355,88,396,91,457,107,427,123,414,112,517,154,516,198,560,194,660,264,728,302,797,339
"75세 이상","무학",33,15,25,22,28,16,29,15,24,16,23,15,23,18,32,28,19,34,26,37,25,27
"75세 이상","초등학교",88,38,105,31,115,44,99,51,106,42,91,59,113,75,98,65,122,71,117,96,135,86
"75세 이상","중고등학교",145,26,190,33,210,42,196,47,146,37,241,62,215,62,244,68,246,78,305,90,288,112
"75세 이상","중학교",63,10,88,14,83,25,80,17,57,15,89,25,79,38,105,35,95,31,116,47,120,56
"75세 이상","고등학교",82,16,102,19,127,17,116,30,89,22,152,37,136,24,139,33,151,47,189,43,168,56
"75세 이상","대학이상",71,5,67,2,94,3,93,7,112,6,129,9,114,18,121,12,146,11,139,15,141,15
"75세 이상","대학(교)",64,5,52,2,77,3,75,7,88,6,99,9,97,17,95,10,121,11,111,13,117,14
"75세 이상","대학원 이상",7,0,15,0,17,0,18,0,24,0,30,0,17,1,26,2,25,0,28,2,24,1
"75세 이상","미상",18,4,9,3,10,2,10,3,26,11,33,9,51,25,65,21,127,70,141,64,208,99
"미상","총계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"미상","무학",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","초등학교",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","중고등학교",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"미상","중학교",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","고등학교",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"미상","대학이상",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","대학(교)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","대학원 이상",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미상","미상",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
